Date,Open,High,Low,Close,Volume,Price_Change,Volume_Change,SMA_7,SMA_30,Volatility,RSI,Pump_Flag
2023-01-01,100.99342830602247,100.42837895128865,99.12100381353508,100.39159759819371,10409.146792737825,0.0,0.0,0.0,0.0,0.0,0.0,0
2023-01-02,100.7168997036801,102.88163603951674,100.61295713637715,101.05303842639573,9505.551734044288,0.6588607453477948,-8.680779286578524,0.0,0.0,0.0,0.0,0
2023-01-03,102.01227677988147,102.26666754683444,100.92968410927934,102.03116538105417,14595.382414938842,0.9679342352193362,53.54587322548825,0.0,0.0,0.0,0.0,0
2023-01-04,105.05833649269753,106.3578835915493,103.6402154537957,105.20485064052079,8548.627279056744,3.1105057436263825,-41.42923401371827,0.0,0.0,0.0,0.0,0
2023-01-05,104.59002974325085,103.97862550884207,102.84809149575868,103.43051506746765,11336.961570359515,-1.6865530080128563,32.617333757595254,0.0,0.0,0.0,0.0,0
2023-01-06,104.1217558293525,105.26687709577249,102.69358196508765,104.1585210907409,11608.489030980068,0.7038599999220487,2.3950637826140433,0.0,0.0,0.0,0.0,0
2023-01-07,107.28018146036729,109.33001967393919,105.67672529422771,108.02717889723546,6659.547731784756,3.7142019356479277,-42.63208834489882,103.47098101451549,0.0,0.0,0.0,0
2023-01-08,108.8150509186731,112.65124993778007,108.13615053358748,110.99176633036566,14960.211747682613,2.744297743765363,124.64305911166255,104.9852908333972,0.0,0.0,0.0,0
2023-01-09,107.87610214680319,109.72785092945222,106.24645191931016,109.31500838593101,9125.201216522957,-1.5107048025921177,-39.00352902467119,106.16557225618796,0.0,0.0,0.0,0
2023-01-10,108.96122223397512,112.21298757755942,108.80099254120577,112.19099592024246,6221.274202535777,2.6309173614641486,-31.8231559511154,107.61697661892914,0.0,4.211377132616591,0.0,0
2023-01-11,108.0343868483502,107.15713676415572,106.24475353622914,106.88336550401812,12682.549217852018,-4.730888047377333,103.85774368669752,107.85676445657161,0.0,3.7843951785740955,0.0,0
2023-01-12,107.10292734120968,110.21144557998691,106.0077425889022,108.4114082962907,5507.660091044813,1.4296357389823602,-56.57292554960319,108.56832063211776,0.0,3.333103402083859,0.0,0
2023-01-13,107.58685188434175,109.60964504807431,105.95225634441677,107.86186489294928,10140.905786845642,-0.5069055111243488,84.1236681133293,109.09736974671895,0.0,2.826228230335582,0.0,0
2023-01-14,103.76029139502616,108.23982199919328,102.85565482598956,107.04499579485267,9954.405016778983,-0.7573289214935637,-1.8390938047031284,108.95705787494998,0.0,2.7069002623171974,62.365223653120836,0
2023-01-15,100.31045573000009,100.29904202283466,99.02330033960703,99.09800830196735,15429.477829157891,-7.423969176583825,55.00150740451303,107.2579495851788,0.0,3.666279767981657,48.144096338947165,0
2023-01-16,99.18588067151815,99.2563712573395,98.13307534964592,97.92629790824698,12373.491164399764,-1.1823753209549754,-19.806157399462148,105.63099094550965,0.0,4.6703937862129505,45.57882006509599,0
2023-01-17,97.1602184308493,96.61187201993017,95.69703938733863,96.26112946268327,9874.86520627428,-1.7004303043538973,-20.19337893346038,103.35529573728691,0.0,5.690585087305662,41.996725502444235,0
2023-01-18,97.78871309603984,96.43169340142505,97.62545313197866,94.60286950957513,14088.831496001436,-1.722668290268697,42.67365884700573,101.6009391666522,0.0,6.292864390753588,34.64929048407356,0
2023-01-19,95.97266494499742,96.02157346226043,95.85196077701629,95.18403241247628,16951.037745086567,0.6143184724881244,20.315426796732268,99.71131404039299,0.0,6.538457693931365,37.63251637718736,0
2023-01-20,93.14805754232684,92.77563560649529,92.65385107430654,92.00935854999629,12789.05153175931,-3.335300871392658,-24.552987704446892,97.446670277114,0.0,6.342519055077795,33.02527645188839,0
2023-01-21,96.07935508016995,97.34278117044994,95.76026571994358,96.30494575988426,10051.763099216903,4.668641622529975,-21.40337323487081,95.91237741497567,0.0,6.039758992985187,33.814868679460886,0
2023-01-22,95.62780247919687,96.23436837641272,93.88423534601247,96.14043644286261,3440.8188382492026,-0.1708212550493749,-65.76900187274346,95.48986714938926,0.0,5.21109699107306,27.77604758684258,0
2023-01-23,95.76285888857272,98.90968188490871,95.32443091385663,98.57711514739655,4674.431684623137,2.534499316509857,35.85230447650174,95.58284104069635,0.0,3.9913171672220127,34.288835540711815,0
2023-01-24,92.91336251614581,95.81506550627763,90.96163200450755,94.33899827342489,8473.876478226663,-4.299290831989409,81.28142734660257,95.3082508708023,0.0,2.145097386950751,24.881064648268506,0
2023-01-25,91.82459706709545,91.1248389194521,91.15080548355324,90.95924158360185,6952.438989203584,-3.582565801713745,-17.954444968986273,94.78773259566324,0.0,2.3879798454957704,26.308370120091652,0
2023-01-26,92.04644224651518,91.90512445842542,91.68220641513778,90.69882023949265,9065.14348507277,-0.28630553594694114,30.387961680066454,94.14698799952272,0.0,2.5683187397260547,22.61457690741412,0
2023-01-27,89.74445509167057,90.97303206829298,88.16505807738561,90.48233384893034,10283.249624485536,-0.23868710749563363,13.437251615692306,93.92884161365616,0.0,2.7720008702106442,22.849903157609518,0
2023-01-28,90.49585112836192,89.2940925459149,89.17843557736016,88.51550131783095,12648.463771783654,-2.1737199378424705,23.000648955037388,92.81606383621998,0.0,3.237147006890331,22.0573988136332,0
2023-01-29,89.29457374852431,92.61914937084725,88.29818231561804,92.04176189730585,9647.506109704544,3.9837774479898336,-23.72586676315335,92.23053890114043,0.0,3.1883599597050787,37.72212827113049,0
2023-01-30,88.71118624893776,91.1916918629496,87.60045914706251,90.4803464300197,12432.50821913101,-1.696420662859842,28.86758585853601,91.0738576558009,99.68724897706511,3.2769430262881385,37.217395633396926,0
2023-01-31,87.50777302447896,88.2421013566904,86.06936946793444,86.80400954632191,10322.372074050601,-4.0631330766855305,-16.972730746587033,89.99743069478619,99.23432937533606,3.532560151730383,34.81344995714463,0
2023-02-01,91.21232939349684,89.23687103110689,90.75541991083425,88.64262759986053,122.66716823064417,2.1181257215514546,-98.81163779651949,89.66648583996599,98.82064901445156,3.322919084905457,40.48397170603407,0
2023-02-02,91.18533494402097,94.34895278586288,89.19266711190748,93.21614350526909,5303.323030906228,5.159499474737763,4223.343489053802,90.02610344936262,98.52681495192537,2.252226732918202,47.213348985101746,0
2023-02-03,89.06991308610917,89.85020412262844,87.1203267618156,88.89810331823024,9279.562221391923,-4.632287954279901,74.97637174491024,89.79978480211976,97.98325670784901,1.8798455958688725,45.73246178811307,0
2023-02-04,90.71500291031555,93.89906970900104,89.41435153762167,92.57172737827574,3951.5262857944626,4.132398693473758,-57.41688894886532,90.37924566789756,97.6212971182093,2.0275796115798066,44.790462581676614,0
2023-02-05,88.2733156103735,87.75533360083146,87.87423070851521,85.88167412218195,12999.643649981022,-7.226886054266044,228.97778503243381,89.49923312859416,97.012068885924,2.436228046198326,37.889880639504135,0
2023-02-06,88.69104280038302,89.25712446037286,87.33058631552043,87.79198026595236,17653.754161718487,2.224346652875749,35.80183147362089,89.11518081944168,96.33756226488123,2.494638909821221,37.10830686204645,0
2023-02-07,84.77170255262347,85.20944885938225,84.62730573466511,84.77956810220074,16093.809258486584,-3.431306771559291,-8.83633525731646,88.82597489885295,95.4638223239424,2.9022955537366366,38.22848559518801,0
2023-02-08,82.1153304548266,82.24816761559629,82.054025450415,82.18580134547372,8932.78564534896,-3.059424357529478,-44.495516866906286,87.90357114822625,94.55951542259382,3.4231375180978696,38.98309750762906,0
2023-02-09,82.50905292656485,82.35848280794563,81.99368714954242,81.83395471934598,17453.630684249758,-0.42811120700609395,95.38844182763248,86.27754417880867,93.54761404923059,3.829967303725801,38.89379447592903,0
2023-02-10,83.98598608655567,86.11041684647743,83.06074017307704,84.92026098507692,10743.337286010557,3.7714250476047457,-38.44640418737978,85.70928098835819,92.8155105652659,3.9005918699428124,43.49911250434037,0
2023-02-11,84.32872264893561,82.83014363183023,82.59217763811886,82.72729200486172,8314.570144409803,-2.5823860581405533,-22.60719436560346,84.30293307787049,91.9593733555516,4.080362563400774,43.27038033288737,0
2023-02-12,84.09742608415914,84.87658935102968,82.64308794462653,83.8838568566272,6932.986682295301,1.3980450994304414,-16.616414776936995,84.01753061136266,91.16010642100751,3.37493280634695,39.96216397991158,0
2023-02-13,83.49521869298056,84.86934783838218,82.0098056505806,83.67566214054841,8487.651567559358,-0.24819401954137144,22.424172387842454,83.42948516487638,90.38112863253072,3.1982733635858214,41.338796171154634,0
2023-02-14,80.5381747122457,81.97832074496776,79.68718804334955,81.30983296333383,8059.115907293856,-2.827380287999085,-5.048930871566495,82.93380871646683,89.78818945457627,2.006404261128704,42.76549857553896,0
2023-02-15,79.09848629545628,81.70773302008126,78.40661631036235,80.16590861258962,10852.081111877438,-1.4068708654955175,34.65597513066942,82.64525261176911,89.19617647805437,2.18501885210964,38.630202784174834,0
2023-02-16,78.1772087535367,76.70344212204745,77.4351312275675,76.4902456157799,10802.869905249323,-4.585069963558646,-0.45347252864019105,81.88186559697395,88.5371470164909,2.5168391923387086,27.01191928855033,0
2023-02-17,80.29145320597453,78.14055751334273,78.31615407850242,77.9902819498711,10015.230100767072,1.9610818634654106,-7.291023694541776,80.89186859194454,87.98339409783412,2.6547845702337907,33.749500994199806,0
2023-02-18,80.97868978511146,84.35158253036641,80.89847140228649,82.89520501795921,12184.690848731749,6.289146474993884,21.661616619257867,80.9158561652442,87.57376651801687,2.683921266118222,36.09407181976757,0
2023-02-19,77.452609474386,78.94206312476778,75.7185464821411,77.95108049235539,15953.231373931707,-5.964307012127762,30.928487000490527,80.06831668463393,87.10515724942884,2.9154688336036148,38.000990169184306,0
2023-02-20,78.10077741317558,78.35485240119621,76.94342659603079,76.97804760834075,14747.77067720662,-1.2482609322010199,-7.556216470945593,79.11151460860425,86.46092731104406,2.8711511998157513,33.16090082037631,0
2023-02-21,77.33061285234295,80.52699549283423,76.45338201396378,79.65734081562674,2575.510157750482,3.480593871278812,-82.53627470807466,78.87544430178896,85.91149079013618,2.757328992432444,41.94022098359767,0
2023-02-22,75.97676885173104,76.64308486964855,74.52625353090076,76.15028080317033,2769.605674509774,-4.402682761622405,7.536196903561043,78.30178318615764,85.16392964532865,2.6609048642067537,40.768486728018345,0
2023-02-23,77.20012142941277,80.60727184085691,76.22678354656337,78.96906720550851,14671.599556196368,3.701609990938895,429.7360447816555,78.65590055611885,84.65159860973145,2.178685305557051,45.92554636745092,0
2023-02-24,79.26212047440467,80.96222995445778,77.51527399824134,79.36339819651982,3165.6065079228947,0.4993486753301919,-78.4235761356645,78.85206001992583,84.26507049682871,2.015943900458037,41.44169324520423,0
