Date,Open,High,Low,Close,Volume,Price_Change,Volume_Change,SMA_7,SMA_30,Volatility,RSI,Pump_Flag
2023-01-01,2.4934283060224653,1.9283789512886444,0.6210038135350857,1.891597598193711,10409.146792737825,0.0,0.0,0.0,0.0,0.0,0.0,0
2023-01-02,2.216899703680096,4.381636039516719,2.112957136377151,2.5530384263957213,9505.551734044288,34.96731169639997,-8.680779286578524,0.0,0.0,0.0,0.0,0
2023-01-03,3.512276779881481,3.7666675468344555,2.42968410927934,3.531165381054173,14595.382414938842,38.31226919836584,53.54587322548825,0.0,0.0,0.0,0.0,1
2023-01-04,6.558336492697531,7.857883591549286,5.140215453795698,6.704850640520779,8548.627279056744,89.87642653313374,-41.42923401371827,0.0,0.0,0.0,0.0,0
2023-01-05,6.090029743250859,5.478625508842072,4.3480914957586885,4.93051506746766,11336.961570359515,-26.46346157705466,32.617333757595254,0.0,0.0,0.0,0.0,0
2023-01-06,5.621755829352498,6.766877095772498,4.193581965087643,5.658521090740912,11608.489030980068,14.765313832559897,2.3950637826140433,0.0,0.0,0.0,0.0,0
2023-01-07,8.780181460367281,10.830019673939184,7.176725294227698,9.527178897235455,6659.547731784756,68.36870879256529,-42.63208834489882,4.970981014515488,0.0,0.0,0.0,0
2023-01-08,10.315050918673098,14.151249937780063,9.636150533587486,12.49176633036566,14960.211747682613,31.117159288259543,124.64305911166255,6.485290833397194,0.0,0.0,0.0,1
2023-01-09,9.376102146803195,11.227850929452211,7.746451919310171,10.815008385931005,9125.201216522957,-13.422905136791597,-39.00352902467119,7.665572256187949,0.0,0.0,0.0,0
2023-01-10,10.461222233975123,13.712987577559419,10.300992541205773,13.690995920242457,6221.274202535777,26.592559447783305,-31.8231559511154,9.116976618929133,0.0,4.211377132616592,0.0,0
2023-01-11,9.534386848350199,8.657136764155739,7.744753536229143,8.383365504018125,12682.549217852018,-38.76730697419081,103.85774368669752,9.35676445657161,0.0,3.784395178574098,0.0,0
2023-01-12,8.602927341209686,11.711445579986911,7.507742588902213,9.911408296290702,5507.660091044813,18.22708065800293,-56.57292554960319,10.068320632117759,0.0,3.333103402083863,0.0,0
2023-01-13,9.086851884341753,11.109645048074311,7.4522563444167655,9.361864892949281,10140.905786845642,-5.5445541835571905,84.1236681133293,10.597369746718954,0.0,2.8262282303355906,0.0,0
2023-01-14,5.260291395026157,9.739821999193282,4.355654825989557,8.544995794852666,9954.405016778983,-8.725495480198886,-1.8390938047031284,10.457057874949985,0.0,2.7069002623172054,62.365223653120864,0
2023-01-15,1.8104557300000916,1.7990420228346713,0.5233003396070417,0.5980083019673645,15429.477829157891,-93.0016548126613,55.00150740451303,8.757949585178801,0.0,3.6662797679816594,48.14409633894718,0
2023-01-16,0.6858806715181462,0.7563712573394932,-0.3669246503540802,-0.5737020917530178,12373.491164399764,-195.9354727794944,-19.806157399462148,7.130990945509653,0.0,4.6703937862129505,45.57882006509601,0
2023-01-17,-1.3397815691507011,-1.8881279800698354,-2.802960612661365,-2.2388705373167346,9874.86520627428,290.2496730446961,-20.19337893346038,4.855295737286911,0.0,5.690585087305659,41.99672550244421,0
